"MajorGroup","MinorGroup","BroadGroup","DetailedOccupation","LEV1","LEV2","LEV3","LEV4"
"SOC-25-0000","SOC-25-1000","SOC-25-1080","SOC-25-1082","Educational Instruction and Library Occupations","Postsecondary Teachers","Education and Library Science Teachers, Postsecondary","Library Science Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1110","SOC-25-1113","Educational Instruction and Library Occupations","Postsecondary Teachers","Law, Criminal Justice, and Social Work Teachers, Postsecondary","Social Work Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1110","SOC-25-1111","Educational Instruction and Library Occupations","Postsecondary Teachers","Law, Criminal Justice, and Social Work Teachers, Postsecondary","Criminal Justice and Law Enforcement Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1110","SOC-25-1112","Educational Instruction and Library Occupations","Postsecondary Teachers","Law, Criminal Justice, and Social Work Teachers, Postsecondary","Law Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1123","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","English Language and Literature Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1124","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","Foreign Language and Literature Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1126","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","Philosophy and Religion Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1125","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","History Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1122","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","Communications Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1120","SOC-25-1121","Educational Instruction and Library Occupations","Postsecondary Teachers","Arts, Communications, History, and Humanities Teachers, Postsecondary","Art, Drama, and Music Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1190","SOC-25-1194","Educational Instruction and Library Occupations","Postsecondary Teachers","Miscellaneous Postsecondary Teachers","Career/Technical Education Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1190","SOC-25-1199","Educational Instruction and Library Occupations","Postsecondary Teachers","Miscellaneous Postsecondary Teachers","Postsecondary Teachers, All Other"
"SOC-25-0000","SOC-25-1000","SOC-25-1190","SOC-25-1192","Educational Instruction and Library Occupations","Postsecondary Teachers","Miscellaneous Postsecondary Teachers","Family and Consumer Sciences Teachers, Postsecondary"
"SOC-25-0000","SOC-25-1000","SOC-25-1190","SOC-25-1193","Educational Instruction and Library Occupations","Postsecondary Teachers","Miscellaneous Postsecondary Teachers","Recreation and Fitness Studies Teachers, Postsecondary"
"SOC-25-0000","SOC-25-2000","SOC-25-2010","SOC-25-2012","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Preschool and Kindergarten Teachers","Kindergarten Teachers, Except Special Education"
"SOC-25-0000","SOC-25-2000","SOC-25-2010","SOC-25-2011","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Preschool and Kindergarten Teachers","Preschool Teachers, Except Special Education"
"SOC-25-0000","SOC-25-2000","SOC-25-2020","SOC-25-2021","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Elementary and Middle School Teachers","Elementary School Teachers, Except Special Education"
"SOC-25-0000","SOC-25-2000","SOC-25-2020","SOC-25-2023","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Elementary and Middle School Teachers","Career/Technical Education Teachers, Middle School"
"SOC-25-0000","SOC-25-2000","SOC-25-2020","SOC-25-2022","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Elementary and Middle School Teachers","Middle School Teachers, Except Special and Career/Technical Education"
"SOC-25-0000","SOC-25-2000","SOC-25-2030","SOC-25-2032","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Secondary School Teachers","Career/Technical Education Teachers, Secondary School"
"SOC-25-0000","SOC-25-2000","SOC-25-2030","SOC-25-2031","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Secondary School Teachers","Secondary School Teachers, Except Special and Career/Technical Education"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2059","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, All Other"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2055","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, Kindergarten"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2057","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, Middle School"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2051","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, Preschool"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2058","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, Secondary School"
"SOC-25-0000","SOC-25-2000","SOC-25-2050","SOC-25-2056","Educational Instruction and Library Occupations","Preschool, Elementary, Middle, Secondary, and Special Education Teachers","Special Education Teachers","Special Education Teachers, Elementary School"
"SOC-25-0000","SOC-25-3000","SOC-25-3010","SOC-25-3011","Educational Instruction and Library Occupations","Other Teachers and Instructors","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
"SOC-25-0000","SOC-25-3000","SOC-25-3020","SOC-25-3021","Educational Instruction and Library Occupations","Other Teachers and Instructors","Self-Enrichment Teachers","Self-Enrichment Teachers"
"SOC-25-0000","SOC-25-3000","SOC-25-3030","SOC-25-3031","Educational Instruction and Library Occupations","Other Teachers and Instructors","Substitute Teachers, Short-Term","Substitute Teachers, Short-Term"
"SOC-25-0000","SOC-25-3000","SOC-25-3040","SOC-25-3041","Educational Instruction and Library Occupations","Other Teachers and Instructors","Tutors","Tutors"
"SOC-25-0000","SOC-25-3000","SOC-25-3090","SOC-25-3099","Educational Instruction and Library Occupations","Other Teachers and Instructors","Miscellaneous Teachers and Instructors","Teachers and Instructors, All Other"
"SOC-25-0000","SOC-25-4000","SOC-25-4010","SOC-25-4011","Educational Instruction and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Archivists"
"SOC-25-0000","SOC-25-4000","SOC-25-4010","SOC-25-4013","Educational Instruction and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Museum Technicians and Conservators"
"SOC-25-0000","SOC-25-4000","SOC-25-4010","SOC-25-4012","Educational Instruction and Library Occupations","Librarians, Curators, and Archivists","Archivists, Curators, and Museum Technicians","Curators"
"SOC-25-0000","SOC-25-4000","SOC-25-4020","SOC-25-4022","Educational Instruction and Library Occupations","Librarians, Curators, and Archivists","Librarians and Media Collections Specialists","Librarians and Media Collections Specialists"
"SOC-25-0000","SOC-25-4000","SOC-25-4030","SOC-25-4031","Educational Instruction and Library Occupations","Librarians, Curators, and Archivists","Library Technicians","Library Technicians"
"SOC-25-0000","SOC-25-9000","SOC-25-9020","SOC-25-9021","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Farm and Home Management Educators","Farm and Home Management Educators"
"SOC-25-0000","SOC-25-9000","SOC-25-9030","SOC-25-9031","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Instructional Coordinators","Instructional Coordinators"
"SOC-25-0000","SOC-25-9000","SOC-25-9040","SOC-25-9042","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Teaching Assistants","Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education"
"SOC-25-0000","SOC-25-9000","SOC-25-9040","SOC-25-9049","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Teaching Assistants","Teaching Assistants, All Other"
"SOC-25-0000","SOC-25-9000","SOC-25-9040","SOC-25-9044","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Teaching Assistants","Teaching Assistants, Postsecondary"
"SOC-25-0000","SOC-25-9000","SOC-25-9040","SOC-25-9043","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Teaching Assistants","Teaching Assistants, Special Education"
"SOC-25-0000","SOC-25-9000","SOC-25-9090","SOC-25-9099","Educational Instruction and Library Occupations","Other Educational Instruction and Library Occupations","Miscellaneous Educational Instruction and Library Workers","Educational Instruction and Library Workers, All Other"
"SOC-27-0000","SOC-27-1000","SOC-27-1010","SOC-27-1019","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers","Artists and Related Workers, All Other"
"SOC-27-0000","SOC-27-1000","SOC-27-1010","SOC-27-1014","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers","Special Effects Artists and Animators"
"SOC-27-0000","SOC-27-1000","SOC-27-1010","SOC-27-1011","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers","Art Directors"
"SOC-27-0000","SOC-27-1000","SOC-27-1010","SOC-27-1013","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers","Fine Artists, Including Painters, Sculptors, and Illustrators"
"SOC-27-0000","SOC-27-1000","SOC-27-1010","SOC-27-1012","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Artists and Related Workers","Craft Artists"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1023","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Floral Designers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1024","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Graphic Designers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1021","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Commercial and Industrial Designers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1026","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Merchandise Displayers and Window Trimmers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1029","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Designers, All Other"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1025","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Interior Designers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1022","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Fashion Designers"
"SOC-27-0000","SOC-27-1000","SOC-27-1020","SOC-27-1027","Arts, Design, Entertainment, Sports, and Media Occupations","Art and Design Workers","Designers","Set and Exhibit Designers"
"SOC-27-0000","SOC-27-2000","SOC-27-2010","SOC-27-2012","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors","Producers and Directors"
"SOC-27-0000","SOC-27-2000","SOC-27-2010","SOC-27-2011","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Actors, Producers, and Directors","Actors"
"SOC-27-0000","SOC-27-2000","SOC-27-2020","SOC-27-2023","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers","Umpires, Referees, and Other Sports Officials"
"SOC-27-0000","SOC-27-2000","SOC-27-2020","SOC-27-2021","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers","Athletes and Sports Competitors"
"SOC-27-0000","SOC-27-2000","SOC-27-2020","SOC-27-2022","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Athletes, Coaches, Umpires, and Related Workers","Coaches and Scouts"
"SOC-27-0000","SOC-27-2000","SOC-27-2030","SOC-27-2031","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Dancers and Choreographers","Dancers"
"SOC-27-0000","SOC-27-2000","SOC-27-2030","SOC-27-2032","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Dancers and Choreographers","Choreographers"
"SOC-27-0000","SOC-27-2000","SOC-27-2040","SOC-27-2042","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers","Musicians and Singers"
"SOC-27-0000","SOC-27-2000","SOC-27-2040","SOC-27-2041","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Musicians, Singers, and Related Workers","Music Directors and Composers"
"SOC-27-0000","SOC-27-2000","SOC-27-2090","SOC-27-2091","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers","Disc Jockeys, Except Radio"
"SOC-27-0000","SOC-27-2000","SOC-27-2090","SOC-27-2099","Arts, Design, Entertainment, Sports, and Media Occupations","Entertainers and Performers, Sports and Related Workers","Miscellaneous Entertainers and Performers, Sports and Related Workers","Entertainers and Performers, Sports and Related Workers, All Other"
"SOC-27-0000","SOC-27-3000","SOC-27-3010","SOC-27-3011","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Broadcast Announcers and Radio Disc Jockeys","Broadcast Announcers and Radio Disc Jockeys"
"SOC-27-0000","SOC-27-3000","SOC-27-3020","SOC-27-3023","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","News Analysts, Reporters and Journalists","News Analysts, Reporters, and Journalists"
"SOC-27-0000","SOC-27-3000","SOC-27-3030","SOC-27-3031","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Public Relations Specialists","Public Relations Specialists"
"SOC-27-0000","SOC-27-3000","SOC-27-3040","SOC-27-3043","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Writers and Authors"
"SOC-27-0000","SOC-27-3000","SOC-27-3040","SOC-27-3042","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Technical Writers"
"SOC-27-0000","SOC-27-3000","SOC-27-3040","SOC-27-3041","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Writers and Editors","Editors"
"SOC-27-0000","SOC-27-3000","SOC-27-3090","SOC-27-3091","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Interpreters and Translators"
"SOC-27-0000","SOC-27-3000","SOC-27-3090","SOC-27-3092","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Court Reporters and Simultaneous Captioners"
"SOC-27-0000","SOC-27-3000","SOC-27-3090","SOC-27-3099","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Workers","Miscellaneous Media and Communication Workers","Media and Communication Workers, All Other"
"SOC-27-0000","SOC-27-4000","SOC-27-4010","SOC-27-4011","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Audio and Video Technicians"
"SOC-27-0000","SOC-27-4000","SOC-27-4010","SOC-27-4012","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Broadcast Technicians"
"SOC-27-0000","SOC-27-4000","SOC-27-4010","SOC-27-4014","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Sound Engineering Technicians"
"SOC-27-0000","SOC-27-4000","SOC-27-4010","SOC-27-4015","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Broadcast, Sound, and Lighting Technicians","Lighting Technicians"
"SOC-27-0000","SOC-27-4000","SOC-27-4020","SOC-27-4021","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Photographers","Photographers"
"SOC-27-0000","SOC-27-4000","SOC-27-4030","SOC-27-4031","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Television, Video, and Film Camera Operators and Editors","Camera Operators, Television, Video, and Film"
"SOC-27-0000","SOC-27-4000","SOC-27-4030","SOC-27-4032","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Television, Video, and Film Camera Operators and Editors","Film and Video Editors"
"SOC-27-0000","SOC-27-4000","SOC-27-4090","SOC-27-4099","Arts, Design, Entertainment, Sports, and Media Occupations","Media and Communication Equipment Workers","Miscellaneous Media and Communication Equipment Workers","Media and Communication Equipment Workers, All Other"
"SOC-29-0000","SOC-29-1000","SOC-29-1010","SOC-29-1011","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Chiropractors","Chiropractors"
"SOC-29-0000","SOC-29-1000","SOC-29-1020","SOC-29-1024","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Prosthodontists"
"SOC-29-0000","SOC-29-1000","SOC-29-1020","SOC-29-1023","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Orthodontists"
"SOC-29-0000","SOC-29-1000","SOC-29-1020","SOC-29-1029","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Dentists, All Other Specialists"
"SOC-29-0000","SOC-29-1000","SOC-29-1020","SOC-29-1021","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Dentists, General"
"SOC-29-0000","SOC-29-1000","SOC-29-1020","SOC-29-1022","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dentists","Oral and Maxillofacial Surgeons"
"SOC-29-0000","SOC-29-1000","SOC-29-1030","SOC-29-1031","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Dietitians and Nutritionists","Dietitians and Nutritionists"
"SOC-29-0000","SOC-29-1000","SOC-29-1040","SOC-29-1041","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Optometrists","Optometrists"
"SOC-29-0000","SOC-29-1000","SOC-29-1050","SOC-29-1051","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Pharmacists","Pharmacists"
"SOC-29-0000","SOC-29-1000","SOC-29-1070","SOC-29-1071","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physician Assistants","Physician Assistants"
"SOC-29-0000","SOC-29-1000","SOC-29-1080","SOC-29-1081","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Podiatrists","Podiatrists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1129","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Therapists, All Other"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1127","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Speech-Language Pathologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1123","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Physical Therapists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1128","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Exercise Physiologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1122","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Occupational Therapists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1126","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Respiratory Therapists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1125","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Recreational Therapists"
"SOC-29-0000","SOC-29-1000","SOC-29-1120","SOC-29-1124","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Therapists","Radiation Therapists"
"SOC-29-0000","SOC-29-1000","SOC-29-1130","SOC-29-1131","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Veterinarians","Veterinarians"
"SOC-29-0000","SOC-29-1000","SOC-29-1140","SOC-29-1141","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Registered Nurses","Registered Nurses"
"SOC-29-0000","SOC-29-1000","SOC-29-1150","SOC-29-1151","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Nurse Anesthetists","Nurse Anesthetists"
"SOC-29-0000","SOC-29-1000","SOC-29-1160","SOC-29-1161","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Nurse Midwives","Nurse Midwives"
"SOC-29-0000","SOC-29-1000","SOC-29-1170","SOC-29-1171","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Nurse Practitioners","Nurse Practitioners"
"SOC-29-0000","SOC-29-1000","SOC-29-1180","SOC-29-1181","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Audiologists","Audiologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1215","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Family Medicine Physicians"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1217","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Neurologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1214","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Emergency Medicine Physicians"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1212","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Cardiologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1213","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Dermatologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1216","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","General Internal Medicine Physicians"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1211","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Anesthesiologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1210","SOC-29-1218","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Physicians","Obstetricians and Gynecologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1220","SOC-29-1221","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,"Pediatricians, General"
"SOC-29-0000","SOC-29-1000","SOC-29-1220","SOC-29-1223","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,"Psychiatrists"
"SOC-29-0000","SOC-29-1000","SOC-29-1220","SOC-29-1222","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,"Physicians, Pathologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1220","SOC-29-1224","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,"Radiologists"
"SOC-29-0000","SOC-29-1000","SOC-29-1220","SOC-29-1229","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners",NA,"Physicians, All Other"
"SOC-29-0000","SOC-29-1000","SOC-29-1240","SOC-29-1242","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Surgeons","Orthopedic Surgeons, Except Pediatric"
"SOC-29-0000","SOC-29-1000","SOC-29-1240","SOC-29-1249","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Surgeons","Surgeons, All Other"
"SOC-29-0000","SOC-29-1000","SOC-29-1240","SOC-29-1241","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Surgeons","Ophthalmologists, Except Pediatric"
"SOC-29-0000","SOC-29-1000","SOC-29-1240","SOC-29-1243","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Surgeons","Pediatric Surgeons"
"SOC-29-0000","SOC-29-1000","SOC-29-1290","SOC-29-1291","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Miscellaneous Healthcare Diagnosing or Treating Practitioners","Acupuncturists"
"SOC-29-0000","SOC-29-1000","SOC-29-1290","SOC-29-1292","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Miscellaneous Healthcare Diagnosing or Treating Practitioners","Dental Hygienists"
"SOC-29-0000","SOC-29-1000","SOC-29-1290","SOC-29-1299","Healthcare Practitioners and Technical Occupations","Healthcare Diagnosing or Treating Practitioners","Miscellaneous Healthcare Diagnosing or Treating Practitioners","Healthcare Diagnosing or Treating Practitioners, All Other"
"SOC-29-0000","SOC-29-2000","SOC-29-2010","SOC-29-2012","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Clinical Laboratory Technologists and Technicians","Medical and Clinical Laboratory Technicians"
"SOC-29-0000","SOC-29-2000","SOC-29-2010","SOC-29-2011","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Clinical Laboratory Technologists and Technicians","Medical and Clinical Laboratory Technologists"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2033","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Nuclear Medicine Technologists"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2034","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Radiologic Technologists and Technicians"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2032","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Diagnostic Medical Sonographers"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2031","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Cardiovascular Technologists and Technicians"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2035","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Magnetic Resonance Imaging Technologists"
"SOC-29-0000","SOC-29-2000","SOC-29-2030","SOC-29-2036","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Diagnostic Related Technologists and Technicians","Medical Dosimetrists"
"SOC-29-0000","SOC-29-2000","SOC-29-2040","SOC-29-2042","Healthcare Practitioners and Technical Occupations","Health Technologists and Technicians","Emergency Medical Technicians and Paramedics","Emergency Medical Technicians"
